Population,Bag,Oyster,Length,Date,Survived,Type
GH,3,29029,46.05,24-May-22,Alive,Wild
GH,3,29029,63.82,19-Oct-22,Alive,Wild
CL1,3,29030,41.96,28-Jul-21,Alive,Commercial
CL1,3,29030,50.94,26-Aug-21,Alive,Commercial
CL1,3,29030,59.45,25-Oct-21,Alive,Commercial
CL1,3,29030,71.21,24-May-22,Alive,Commercial
CL1,3,29030,85.81,19-Oct-22,Alive,Commercial
GH,3,29031,25.07,28-Jul-21,Alive,Wild
GH,3,29031,35.94,26-Aug-21,Alive,Wild
GH,3,29031,56.88,25-Oct-21,Alive,Wild
GH,3,29031,56.87,24-May-22,Alive,Wild
GH,3,29031,78.13,19-Oct-22,Alive,Wild
GH,3,29032,34.35,28-Jul-21,Alive,Wild
GH,3,29032,41.75,26-Aug-21,Alive,Wild
GH,3,29032,64.87,25-Oct-21,Alive,Wild
GH,3,29032,55.11,24-May-22,Alive,Wild
GH,3,29032,62.5,19-Oct-22,Alive,Wild
CL1,3,29033,41.36,28-Jul-21,Alive,Commercial
CL1,3,29033,41.37,26-Aug-21,Alive,Commercial
CL1,3,29033,59.2,25-Oct-21,Alive,Commercial
CL1,3,29033,54.93,24-May-22,Alive,Commercial
CL1,3,29033,78.06,19-Oct-22,Alive,Commercial
GH,3,29034,32.91,28-Jul-21,Alive,Wild
GH,3,29034,36.01,26-Aug-21,Alive,Wild
GH,3,29034,48.02,25-Oct-21,Alive,Wild
GH,3,29034,54.53,24-May-22,Alive,Wild
GH,3,29034,74.03,19-Oct-22,Alive,Wild
GH,3,29035,25.97,28-Jul-21,Alive,Wild
GH,3,29035,33.29,26-Aug-21,Alive,Wild
GH,3,29035,57.37,25-Oct-21,Alive,Wild
GH,3,29035,52.86,24-May-22,Alive,Wild
GH,3,29035,74.53,19-Oct-22,Alive,Wild
GH,3,29036,25.92,28-Jul-21,Alive,Wild
GH,3,29036,35.53,26-Aug-21,Alive,Wild
GH,3,29036,46.37,25-Oct-21,Alive,Wild
GH,3,29036,52.82,24-May-22,Alive,Wild
GH,3,29036,57.13,19-Oct-22,Alive,Wild
GH,3,29037,26.9,28-Jul-21,Alive,Wild
GH,3,29037,34.45,26-Aug-21,Alive,Wild
MV,3,29037,63.69,25-Oct-21,Alive,Wild
GH,3,29037,53.46,24-May-22,Alive,Wild
GH,3,29037,71.46,19-Oct-22,Alive,Wild
GH,3,29039,30.06,28-Jul-21,Alive,Wild
GH,3,29039,34.32,26-Aug-21,Alive,Wild
GH,3,29039,55.77,25-Oct-21,Alive,Wild
GH,3,29039,43.61,24-May-22,Alive,Wild
GH,3,29039,62.8,19-Oct-22,Dead,Wild
GH,3,29040,36.79,28-Jul-21,Alive,Wild
GH,3,29040,48.33,26-Aug-21,Alive,Wild
GH,3,29040,46.37,25-Oct-21,Alive,Wild
GH,3,29040,67.9,24-May-22,Alive,Wild
GH,3,29040,78.08,19-Oct-22,Alive,Wild
GH,3,29041,29.93,28-Jul-21,Alive,Wild
GH,3,29041,38.26,26-Aug-21,Alive,Wild
GH,3,29041,61.74,25-Oct-21,Alive,Wild
GH,3,29041,51.44,24-May-22,Alive,Wild
GH,3,29041,66.94,19-Oct-22,Alive,Wild
GH,3,29042,29.09,28-Jul-21,Alive,Wild
GH,3,29042,31.26,26-Aug-21,Alive,Wild
GH,3,29042,58.96,25-Oct-21,Alive,Wild
GH,3,29042,36.88,24-May-22,Alive,Wild
GH,3,29042,49.9,19-Oct-22,Alive,Wild
GH,3,29043,28.99,28-Jul-21,Alive,Wild
GH,3,29043,36.94,26-Aug-21,Alive,Wild
GH,3,29043,48.48,25-Oct-21,Alive,Wild
GH,3,29043,45.78,24-May-22,Alive,Wild
GH,3,29043,56.29,19-Oct-22,Alive,Wild
CL1,3,29044,33.36,28-Jul-21,Alive,Commercial
CL1,3,29044,36.3,26-Aug-21,Alive,Commercial
CL1,3,29044,62.53,25-Oct-21,Alive,Commercial
CL1,3,29044,54.44,24-May-22,Alive,Commercial
CL1,3,29044,71.22,19-Oct-22,Alive,Commercial
GH,3,29045,24.82,28-Jul-21,Alive,Wild
GH,3,29045,31.22,26-Aug-21,Alive,Wild
GH,3,29045,38.36,25-Oct-21,Alive,Wild
GH,3,29045,49.28,24-May-22,Alive,Wild
GH,3,29045,56.59,19-Oct-22,Alive,Wild
GH,3,29046,28.62,28-Jul-21,Alive,Wild
GH,3,29046,39.8,26-Aug-21,Alive,Wild
GH,3,29046,46.78,25-Oct-21,Alive,Wild
GH,3,29046,54.47,24-May-22,Alive,Wild
GH,3,29046,75.17,19-Oct-22,Alive,Wild
CL1,3,29047,37.74,28-Jul-21,Alive,Commercial
CL1,3,29047,40.2,26-Aug-21,Alive,Commercial
CL1,3,29047,60.34,25-Oct-21,Alive,Commercial
CL1,3,29047,49.83,24-May-22,Alive,Commercial
CL1,3,29047,59.03,19-Oct-22,Alive,Commercial
GH,3,29049,40.02,28-Jul-21,Alive,Wild
GH,3,29049,44.3,26-Aug-21,Alive,Wild
GH,3,29049,44.87,25-Oct-21,Alive,Wild
GH,3,29049,61.46,24-May-22,Alive,Wild
GH,3,29049,62.83,19-Oct-22,Alive,Wild
GH,3,29050,33.73,28-Jul-21,Alive,Wild
GH,3,29050,37.1,26-Aug-21,Alive,Wild
GH,3,29050,56.52,25-Oct-21,Alive,Wild
GH,3,29050,53.6,24-May-22,Alive,Wild
GH,3,29050,66.44,19-Oct-22,Alive,Wild
CL1,3,29051,39.71,28-Jul-21,Alive,Commercial
CL1,3,29051,48.79,26-Aug-21,Alive,Commercial
CL1,3,29051,58.74,25-Oct-21,Alive,Commercial
CL1,3,29051,65.03,24-May-22,Alive,Commercial
CL1,3,29051,83.05,19-Oct-22,Alive,Commercial
GH,3,29052,27,28-Jul-21,Alive,Wild
GH,3,29052,31.64,26-Aug-21,Alive,Wild
GH,3,29052,42.28,25-Oct-21,Alive,Wild
GH,3,29052,46.11,24-May-22,Alive,Wild
GH,3,29052,63.76,19-Oct-22,Alive,Wild
GH,3,29053,21.17,28-Jul-21,Alive,Wild
GH,3,29053,26.49,26-Aug-21,Alive,Wild
GH,3,29053,60.85,25-Oct-21,Alive,Wild
GH,3,29053,42.23,24-May-22,Alive,Wild
GH,3,29053,65.52,19-Oct-22,Alive,Wild
CL1,3,29054,40.43,28-Jul-21,Alive,Commercial
CL1,3,29054,51.09,26-Aug-21,Alive,Commercial
CL1,3,29054,56,25-Oct-21,Alive,Commercial
CL1,3,29054,56.54,24-May-22,Alive,Commercial
GH,3,29056,31.59,28-Jul-21,Alive,Wild
GH,3,29056,37.64,26-Aug-21,Alive,Wild
GH,3,29056,50.8,25-Oct-21,Alive,Wild
GH,3,29056,62.92,24-May-22,Alive,Wild
GH,3,29056,79.63,19-Oct-22,Alive,Wild
GH,3,29057,24.32,28-Jul-21,Alive,Wild
GH,3,29057,36.17,26-Aug-21,Alive,Wild
GH,3,29057,51.94,25-Oct-21,Alive,Wild
GH,3,29057,48.92,24-May-22,Alive,Wild
GH,3,29057,62.36,19-Oct-22,Dead,Wild
GH,3,29058,23.83,28-Jul-21,Alive,Wild
GH,3,29058,32.46,26-Aug-21,Alive,Wild
GH,3,29058,58.15,25-Oct-21,Alive,Wild
GH,3,29058,42.25,24-May-22,Alive,Wild
GH,3,29058,55.02,19-Oct-22,Alive,Wild
GH,3,29059,24.56,28-Jul-21,Alive,Wild
GH,3,29059,32.4,26-Aug-21,Alive,Wild
GH,3,29059,63.88,25-Oct-21,Alive,Wild
GH,3,29059,46.97,24-May-22,Alive,Wild
GH,3,29059,56.75,19-Oct-22,Dead,Wild
GH,3,29060,37.6,28-Jul-21,Alive,Wild
GH,3,29060,46.5,26-Aug-21,Alive,Wild
GH,3,29060,57.16,25-Oct-21,Alive,Wild
GH,3,29060,60.78,24-May-22,Alive,Wild
GH,3,29060,83.22,19-Oct-22,Alive,Wild
CL1,3,29061,37.05,28-Jul-21,Alive,Commercial
CL1,3,29061,56.14,26-Aug-21,Alive,Commercial
CL1,3,29061,60.99,25-Oct-21,Alive,Commercial
CL1,3,29061,62.61,24-May-22,Alive,Commercial
CL1,3,29062,35.38,28-Jul-21,Alive,Commercial
CL1,3,29062,40.24,26-Aug-21,Alive,Commercial
CL1,3,29062,61.52,25-Oct-21,Alive,Commercial
CL1,3,29062,59.06,24-May-22,Alive,Commercial
CL1,3,29063,41.51,28-Jul-21,Alive,Commercial
CL1,3,29063,47.08,26-Aug-21,Alive,Commercial
CL1,3,29063,71.36,25-Oct-21,Alive,Commercial
CL1,3,29063,61.01,24-May-22,Alive,Commercial
CL1,3,29063,81.48,19-Oct-22,Alive,Commercial
CL1,3,29064,42.98,28-Jul-21,Alive,Commercial
CL1,3,29064,43.91,26-Aug-21,Alive,Commercial
CL1,3,29064,55.44,25-Oct-21,Alive,Commercial
CL1,3,29064,56.64,24-May-22,Alive,Commercial
CL1,3,29064,78.58,19-Oct-22,Alive,Commercial
GH,3,29065,28.16,28-Jul-21,Alive,Wild
GH,3,29065,33.74,26-Aug-21,Alive,Wild
GH,3,29065,50.8,25-Oct-21,Alive,Wild
GH,3,29065,48.55,24-May-22,Alive,Wild
GH,3,29065,59.54,19-Oct-22,Alive,Wild
CL1,3,29066,50.58,28-Jul-21,Alive,Commercial
CL1,3,29066,57.84,26-Aug-21,Alive,Commercial
CL1,3,29066,58.91,25-Oct-21,Alive,Commercial
CL1,3,29066,68.03,24-May-22,Alive,Commercial
CL1,3,29066,102.71,19-Oct-22,Alive,Commercial
GH,3,29067,20.73,28-Jul-21,Alive,Wild
GH,3,29067,23.19,26-Aug-21,Alive,Wild
GH,3,29067,60.62,25-Oct-21,Alive,Wild
GH,3,29067,33.35,24-May-22,Alive,Wild
GH,3,29067,52.38,19-Oct-22,Alive,Wild
GH,3,29068,31.91,28-Jul-21,Alive,Wild
GH,3,29068,44.3,26-Aug-21,Alive,Wild
GH,3,29068,52.56,25-Oct-21,Alive,Wild
GH,3,29068,57.26,24-May-22,Alive,Wild
GH,3,29068,76.44,19-Oct-22,Alive,Wild
GH,3,29069,29.53,28-Jul-21,Alive,Wild
GH,3,29069,37.67,26-Aug-21,Alive,Wild
GH,3,29069,53.25,25-Oct-21,Alive,Wild
GH,3,29069,53.18,24-May-22,Alive,Wild
GH,3,29069,63.36,19-Oct-22,Alive,Wild
CL1,3,29070,32.77,28-Jul-21,Alive,Commercial
CL1,3,29070,36.3,26-Aug-21,Alive,Commercial
CL1,3,29070,37.1,25-Oct-21,Alive,Commercial
CL1,3,29070,47.48,24-May-22,Alive,Commercial
GH,3,29071,25.82,28-Jul-21,Alive,Wild
GH,3,29071,36.01,26-Aug-21,Alive,Wild
GH,3,29071,57.29,25-Oct-21,Alive,Wild
GH,3,29071,54.96,24-May-22,Alive,Wild
GH,3,29071,70.35,19-Oct-22,Dead,Wild
CL1,3,29073,47.63,28-Jul-21,Alive,Commercial
CL1,3,29073,56.21,26-Aug-21,Alive,Commercial
CL1,3,29073,60.04,25-Oct-21,Alive,Commercial
CL1,3,29073,68.63,24-May-22,Alive,Commercial
CL1,3,29073,85.3,19-Oct-22,Alive,Commercial
GH,3,29074,19.88,28-Jul-21,Alive,Wild
GH,3,29074,24.95,26-Aug-21,Alive,Wild
GH,3,29074,58.74,25-Oct-21,Alive,Wild
GH,3,29074,37.03,24-May-22,Alive,Wild
GH,3,29074,56.4,19-Oct-22,Alive,Wild
CL1,3,29075,44.44,28-Jul-21,Alive,Commercial
CL1,3,29075,52.95,26-Aug-21,Alive,Commercial
CL1,3,29075,67.79,25-Oct-21,Alive,Commercial
CL1,3,29075,58,24-May-22,Alive,Commercial
CL1,3,29075,78.09,19-Oct-22,Alive,Commercial
CL1,3,29076,40.57,28-Jul-21,Alive,Commercial
CL1,3,29076,48.27,26-Aug-21,Alive,Commercial
CL1,3,29076,53.97,25-Oct-21,Alive,Commercial
CL1,3,29076,65.33,24-May-22,Alive,Commercial
CL1,3,29076,78.56,19-Oct-22,Alive,Commercial
GH,3,29077,30.29,28-Jul-21,Alive,Wild
GH,3,29077,35.09,26-Aug-21,Alive,Wild
GH,3,29077,47.87,25-Oct-21,Alive,Wild
GH,3,29077,44.75,24-May-22,Alive,Wild
GH,3,29077,61.43,19-Oct-22,Dead,Wild
CL1,3,29078,43.73,28-Jul-21,Alive,Commercial
CL1,3,29078,58.4,26-Aug-21,Alive,Commercial
CL1,3,29078,64.61,25-Oct-21,Alive,Commercial
CL1,3,29078,72.9,24-May-22,Alive,Commercial
CL1,3,29078,82.58,19-Oct-22,Alive,Commercial
GH,3,29079,33.07,28-Jul-21,Alive,Wild
GH,3,29079,37.91,26-Aug-21,Alive,Wild
GH,3,29079,46.48,25-Oct-21,Alive,Wild
GH,3,29079,54.27,24-May-22,Alive,Wild
GH,3,29079,88.37,19-Oct-22,Dead,Wild
GH,3,29080,31.63,28-Jul-21,Alive,Wild
GH,3,29080,37.68,26-Aug-21,Alive,Wild
GH,3,29080,54.15,25-Oct-21,Alive,Wild
GH,3,29080,52.6,24-May-22,Alive,Wild
GH,3,29080,70.36,19-Oct-22,Alive,Wild
GH,3,29081,34.44,28-Jul-21,Alive,Wild
GH,3,29081,37.17,26-Aug-21,Alive,Wild
GH,3,29081,41.59,25-Oct-21,Alive,Wild
GH,3,29081,49.56,24-May-22,Alive,Wild
GH,3,29081,62.58,19-Oct-22,Alive,Wild
GH,3,29082,21.97,28-Jul-21,Alive,Wild
GH,3,29082,26.11,26-Aug-21,Alive,Wild
GH,3,29082,56.35,25-Oct-21,Alive,Wild
GH,3,29082,44.85,24-May-22,Alive,Wild
GH,3,29082,65.66,19-Oct-22,Dead,Wild
GH,3,29083,32.11,28-Jul-21,Alive,Wild
GH,3,29083,34.87,26-Aug-21,Alive,Wild
GH,3,29083,53.54,25-Oct-21,Alive,Wild
GH,3,29083,53.52,24-May-22,Alive,Wild
GH,3,29083,66.5,19-Oct-22,Alive,Wild
GH,3,29085,37.64,28-Jul-21,Alive,Wild
GH,3,29085,42.96,26-Aug-21,Alive,Wild
GH,3,29085,61.37,25-Oct-21,Alive,Wild
GH,3,29085,52.11,24-May-22,Alive,Wild
GH,3,29085,65.66,19-Oct-22,Dead,Wild
CL1,3,29087,35.66,28-Jul-21,Alive,Commercial
CL1,3,29087,49.52,26-Aug-21,Alive,Commercial
CL1,3,29087,60.9,25-Oct-21,Alive,Commercial
CL1,3,29087,57.67,24-May-22,Alive,Commercial
GH,3,29088,26.89,28-Jul-21,Alive,Wild
GH,3,29088,31.07,26-Aug-21,Alive,Wild
GH,3,29088,48.5,25-Oct-21,Alive,Wild
GH,3,29088,44.29,24-May-22,Alive,Wild
GH,3,29088,59.64,19-Oct-22,Alive,Wild
CL1,3,29089,40.64,28-Jul-21,Alive,Commercial
CL1,3,29089,51.89,26-Aug-21,Alive,Commercial
CL1,3,29089,67.38,25-Oct-21,Alive,Commercial
CL1,3,29089,60.42,24-May-22,Alive,Commercial
CL1,3,29089,77.45,19-Oct-22,Alive,Commercial
GH,3,29090,25.59,28-Jul-21,Alive,Wild
GH,3,29090,28.99,26-Aug-21,Alive,Wild
GH,3,29090,68.03,25-Oct-21,Alive,Wild
GH,3,29090,37.63,24-May-22,Alive,Wild
GH,3,29090,40.89,19-Oct-22,Alive,Wild
CL1,3,29091,25.96,28-Jul-21,Alive,Commercial
CL1,3,29091,32.51,26-Aug-21,Alive,Commercial
CL1,3,29091,51.86,25-Oct-21,Alive,Commercial
CL1,3,29091,49.84,24-May-22,Alive,Commercial
CL1,3,29091,64.47,19-Oct-22,Alive,Commercial
GH,3,29092,28.9,28-Jul-21,Alive,Wild
GH,3,29092,35.55,26-Aug-21,Alive,Wild
GH,3,29092,48.23,25-Oct-21,Alive,Wild
GH,3,29092,46.36,24-May-22,Alive,Wild
GH,3,29092,57.59,19-Oct-22,Dead,Wild
CL1,3,29093,32.1,28-Jul-21,Alive,Commercial
CL1,3,29093,33.22,26-Aug-21,Alive,Commercial
CL1,3,29093,40.26,25-Oct-21,Alive,Commercial
CL1,3,29093,40.79,24-May-22,Alive,Commercial
CL1,3,29093,48.66,19-Oct-22,Alive,Commercial
GH,3,29094,21.18,28-Jul-21,Alive,Wild
GH,3,29094,33.08,26-Aug-21,Alive,Wild
GH,3,29094,47.01,25-Oct-21,Alive,Wild
GH,3,29094,47.95,24-May-22,Alive,Wild
GH,3,29094,51.23,19-Oct-22,Dead,Wild
CT,3,29095,42.42,28-Jul-21,Alive,Wild
CT,3,29095,50.31,26-Aug-21,Alive,Wild
CT,3,29095,58.36,25-Oct-21,Alive,Wild
CT,3,29095,54.92,24-May-22,Alive,Wild
CT,3,29095,65.39,19-Oct-22,Alive,Wild
GH,3,29096,37.81,28-Jul-21,Alive,Wild
GH,3,29096,45.09,26-Aug-21,Alive,Wild
GH,3,29096,57,25-Oct-21,Alive,Wild
GH,3,29096,59.36,24-May-22,Alive,Wild
GH,3,29096,70.25,19-Oct-22,Alive,Wild
CT,3,29097,36.83,28-Jul-21,Alive,Wild
CT,3,29097,44.57,26-Aug-21,Alive,Wild
CT,3,29097,53.55,25-Oct-21,Alive,Wild
CT,3,29097,46.89,24-May-22,Alive,Wild
CT,3,29097,62.35,19-Oct-22,Alive,Wild
GH,3,29098,23.72,28-Jul-21,Alive,Wild
GH,3,29098,30.72,26-Aug-21,Alive,Wild
GH,3,29098,57.54,25-Oct-21,Alive,Wild
GH,3,29098,50.02,24-May-22,Alive,Wild
GH,3,29098,66.54,19-Oct-22,Alive,Wild
GH,3,29099,33.05,28-Jul-21,Alive,Wild
GH,3,29099,35.45,26-Aug-21,Alive,Wild
GH,3,29099,55.77,25-Oct-21,Alive,Wild
GH,3,29099,50.8,24-May-22,Alive,Wild
GH,3,29099,68.71,19-Oct-22,Alive,Wild
CT,3,29100,34,28-Jul-21,Alive,Wild
CT,3,29100,46.7,26-Aug-21,Alive,Wild
CT,3,29100,58.93,25-Oct-21,Alive,Wild
CT,3,29100,55.96,24-May-22,Alive,Wild
CT,3,29100,68.85,19-Oct-22,Alive,Wild
CL1,3,29101,36.73,28-Jul-21,Alive,Commercial
CL1,3,29101,46.84,26-Aug-21,Alive,Commercial
CL1,3,29101,65.13,25-Oct-21,Alive,Commercial
CL1,3,29101,57.1,24-May-22,Alive,Commercial
CL1,3,29101,64.99,19-Oct-22,Alive,Commercial
CL1,3,29102,35.75,28-Jul-21,Alive,Commercial
CL1,3,29102,39.45,26-Aug-21,Alive,Commercial
CL1,3,29102,67.85,25-Oct-21,Alive,Commercial
CL1,3,29102,56.08,24-May-22,Alive,Commercial
CT,3,29103,35.31,28-Jul-21,Alive,Wild
CT,3,29103,38.9,26-Aug-21,Alive,Wild
CT,3,29103,51.38,25-Oct-21,Alive,Wild
CT,3,29103,54.06,24-May-22,Alive,Wild
CT,3,29103,62.5,19-Oct-22,Alive,Wild
CL1,3,29104,35.39,28-Jul-21,Alive,Commercial
CL1,3,29104,47.24,26-Aug-21,Alive,Commercial
CL1,3,29104,59.02,25-Oct-21,Alive,Commercial
CL1,3,29104,53.16,24-May-22,Alive,Commercial
CL1,3,29104,72.09,19-Oct-22,Alive,Commercial
CT,3,29105,40.81,28-Jul-21,Alive,Wild
CT,3,29105,50.31,26-Aug-21,Alive,Wild
CT,3,29105,64.11,25-Oct-21,Alive,Wild
CT,3,29105,63.41,24-May-22,Alive,Wild
CT,3,29105,77.99,19-Oct-22,Alive,Wild
CL1,3,29106,49.3,28-Jul-21,Alive,Commercial
CL1,3,29106,59.7,26-Aug-21,Alive,Commercial
CL1,3,29106,68.74,25-Oct-21,Alive,Commercial
CL1,3,29106,75.42,24-May-22,Alive,Commercial
CL1,3,29106,98.67,19-Oct-22,Alive,Commercial
CL1,3,29107,41.07,28-Jul-21,Alive,Commercial
CL1,3,29107,52.61,26-Aug-21,Alive,Commercial
CL1,3,29107,81.17,25-Oct-21,Alive,Commercial
CL1,3,29107,82.43,24-May-22,Alive,Commercial
CL1,3,29108,39.44,28-Jul-21,Alive,Commercial
CL1,3,29108,43.2,26-Aug-21,Alive,Commercial
CL1,3,29108,54.34,25-Oct-21,Alive,Commercial
CL1,3,29108,55.42,24-May-22,Alive,Commercial
CL1,3,29108,67.81,19-Oct-22,Alive,Commercial
NR,3,29109,38.53,28-Jul-21,Alive,Wild
NR,3,29109,42.79,26-Aug-21,Alive,Wild
NR,3,29109,44.26,25-Oct-21,Alive,Wild
CL1,3,29110,37.31,28-Jul-21,Alive,Commercial
CL1,3,29110,41.99,26-Aug-21,Alive,Commercial
CL1,3,29110,68.32,25-Oct-21,Alive,Commercial
CL1,3,29110,59.81,24-May-22,Alive,Commercial
CL1,3,29110,74.89,19-Oct-22,Alive,Commercial
NR,3,29111,32.41,28-Jul-21,Alive,Wild
NR,3,29111,37.96,26-Aug-21,Alive,Wild
NR,3,29111,43.56,25-Oct-21,Alive,Wild
CL1,3,29112,26.66,28-Jul-21,Alive,Commercial
CL1,3,29112,31.9,26-Aug-21,Alive,Commercial
CL1,3,29112,47.5,25-Oct-21,Alive,Commercial
CL1,3,29112,41.15,24-May-22,Alive,Commercial
NR,3,29113,34.9,28-Jul-21,Alive,Wild
NR,3,29113,45.89,26-Aug-21,Alive,Wild
NR,3,29113,46.41,25-Oct-21,Alive,Wild
CL1,3,29114,42.56,28-Jul-21,Alive,Commercial
CL1,3,29114,53.94,26-Aug-21,Alive,Commercial
CL1,3,29114,64.23,25-Oct-21,Alive,Commercial
CL1,3,29114,62.75,24-May-22,Alive,Commercial
CL1,3,29114,78.03,19-Oct-22,Alive,Commercial
NR,3,29115,36.7,28-Jul-21,Alive,Wild
NR,3,29115,41.62,26-Aug-21,Alive,Wild
NR,3,29115,46.05,25-Oct-21,Alive,Wild
CL1,3,29116,31.81,28-Jul-21,Alive,Commercial
CL1,3,29116,33.6,26-Aug-21,Alive,Commercial
CL1,3,29116,50.91,25-Oct-21,Alive,Commercial
CL1,3,29116,45.43,24-May-22,Alive,Commercial
NR,3,29117,35.02,28-Jul-21,Alive,Wild
NR,3,29117,39.19,26-Aug-21,Alive,Wild
NR,3,29117,51.48,25-Oct-21,Alive,Wild
CL1,3,29118,27.68,28-Jul-21,Alive,Commercial
CL1,3,29118,24.45,26-Aug-21,Alive,Commercial
CL2,3,29119,46.06,28-Jul-21,Alive,Commercial
CL2,3,29119,59.78,26-Aug-21,Alive,Commercial
CL2,3,29119,83.24,25-Oct-21,Alive,Commercial
CL1,3,29120,26.15,28-Jul-21,Alive,Commercial
CL1,3,29120,28.2,26-Aug-21,Alive,Commercial
CL1,3,29120,33.65,25-Oct-21,Alive,Commercial
CL1,3,29120,39.81,24-May-22,Alive,Commercial
CL1,3,29121,37.7,28-Jul-21,Alive,Commercial
CL1,3,29121,45.04,26-Aug-21,Alive,Commercial
CL1,3,29121,59.35,25-Oct-21,Alive,Commercial
CL1,3,29121,48.28,24-May-22,Alive,Commercial
CL1,3,29122,33.74,28-Jul-21,Alive,Commercial
CL1,3,29122,40.33,26-Aug-21,Alive,Commercial
CL1,3,29122,57.68,25-Oct-21,Alive,Commercial
CL1,3,29122,64.16,24-May-22,Alive,Commercial
CL1,3,29122,86.22,19-Oct-22,Alive,Commercial
CL2,3,29123,43.73,28-Jul-21,Alive,Commercial
CL2,3,29123,46.1,26-Aug-21,Alive,Commercial
CL2,3,29123,67.41,25-Oct-21,Alive,Commercial
CL1,3,29124,44.97,28-Jul-21,Alive,Commercial
CL1,3,29124,55.06,26-Aug-21,Alive,Commercial
CL1,3,29124,58.4,25-Oct-21,Alive,Commercial
CL1,3,29124,63.47,24-May-22,Alive,Commercial
CL1,3,29124,87.4,19-Oct-22,Alive,Commercial
CL1,3,29125,36.61,28-Jul-21,Alive,Commercial
CL1,3,29125,35.63,26-Aug-21,Alive,Commercial
CL1,3,29125,53.94,25-Oct-21,Alive,Commercial
CL1,3,29125,59.68,24-May-22,Alive,Commercial
CL1,3,29126,43.38,28-Jul-21,Alive,Commercial
CL1,3,29126,48.77,26-Aug-21,Alive,Commercial
CL1,3,29126,61.61,25-Oct-21,Alive,Commercial
CL1,3,29126,66.34,24-May-22,Alive,Commercial
CL1,3,29126,89.16,19-Oct-22,Alive,Commercial
CL1,3,29127,37.04,28-Jul-21,Alive,Commercial
CL1,3,29127,49.38,26-Aug-21,Alive,Commercial
CL1,3,29127,69.1,25-Oct-21,Alive,Commercial
CL1,3,29127,56.21,24-May-22,Alive,Commercial
CL1,3,29128,28.74,28-Jul-21,Alive,Commercial
CL1,3,29128,36.84,26-Aug-21,Alive,Commercial
CL1,3,29128,47.6,25-Oct-21,Alive,Commercial
CL1,3,29128,52.29,24-May-22,Alive,Commercial
NR,3,29129,35.4,28-Jul-21,Alive,Wild
NR,3,29129,41.23,26-Aug-21,Alive,Wild
NR,3,29129,50.03,25-Oct-21,Alive,Wild
NR,3,29130,28.45,28-Jul-21,Alive,Wild
NR,3,29130,32.39,26-Aug-21,Alive,Wild
NR,3,29130,34.28,25-Oct-21,Alive,Wild
CL1,3,29131,30.5,28-Jul-21,Alive,Commercial
CL1,3,29131,39.73,26-Aug-21,Alive,Commercial
CL1,3,29131,58.95,25-Oct-21,Alive,Commercial
CL1,3,29131,54.19,24-May-22,Alive,Commercial
CL1,3,29131,66.84,19-Oct-22,Alive,Commercial
CL1,3,29132,35.78,28-Jul-21,Alive,Commercial
CL1,3,29132,40,26-Aug-21,Alive,Commercial
CL1,3,29132,51.08,25-Oct-21,Alive,Commercial
CL1,3,29132,59.18,24-May-22,Alive,Commercial
NR,3,29133,41.02,28-Jul-21,Alive,Wild
NR,3,29133,45.88,26-Aug-21,Alive,Wild
NR,3,29133,63.07,25-Oct-21,Alive,Wild
CL2,3,29134,39.29,28-Jul-21,Alive,Commercial
CL2,3,29134,41.67,26-Aug-21,Alive,Commercial
CL2,3,29134,47.06,25-Oct-21,Alive,Commercial
NR,3,29135,30.42,28-Jul-21,Alive,Wild
NR,3,29135,36,26-Aug-21,Alive,Wild
NR,3,29135,40.2,25-Oct-21,Alive,Wild
CL2,3,29136,42.81,28-Jul-21,Alive,Commercial
CL2,3,29136,35.49,26-Aug-21,Alive,Commercial
CL2,3,29136,51.48,25-Oct-21,Alive,Commercial
CL1,3,29137,32.23,28-Jul-21,Alive,Commercial
CL1,3,29137,41.43,26-Aug-21,Alive,Commercial
CL1,3,29137,64.35,25-Oct-21,Alive,Commercial
CL1,3,29137,64.04,24-May-22,Alive,Commercial
CL2,3,29138,43.34,28-Jul-21,Alive,Commercial
CL2,3,29138,51.29,26-Aug-21,Alive,Commercial
CL2,3,29138,63.59,25-Oct-21,Alive,Commercial
CL1,3,29139,45.92,28-Jul-21,Alive,Commercial
CL1,3,29139,55.63,26-Aug-21,Alive,Commercial
CL1,3,29139,69.74,25-Oct-21,Alive,Commercial
CL1,3,29139,64.55,24-May-22,Alive,Commercial
CL2,3,29140,26.01,28-Jul-21,Alive,Commercial
CL2,3,29140,54.12,26-Aug-21,Alive,Commercial
CL2,3,29140,72.38,25-Oct-21,Alive,Commercial
CL1,3,29141,30.42,28-Jul-21,Alive,Commercial
CL1,3,29141,34.47,26-Aug-21,Alive,Commercial
CL1,3,29141,43.75,25-Oct-21,Alive,Commercial
CL1,3,29141,50.22,24-May-22,Alive,Commercial
CL2,3,29142,43.28,28-Jul-21,Alive,Commercial
CL2,3,29142,46.45,26-Aug-21,Alive,Commercial
CL2,3,29142,61.77,25-Oct-21,Alive,Commercial
CL2,3,29143,37.54,28-Jul-21,Alive,Commercial
CL2,3,29143,49.43,26-Aug-21,Alive,Commercial
CL2,3,29143,66.32,25-Oct-21,Alive,Commercial
CL1,3,29144,40.68,28-Jul-21,Alive,Commercial
CL1,3,29144,41.32,26-Aug-21,Alive,Commercial
